Apellido,Nombre,Equipo,Partidos_Jugados,Sets_Jugados,Puntos_Jugados,Break_Points,G-P,Error_Saque,Saque_Facil,Saque_Mediopunto,Saque_Negativo,Saque_Positivo,Saque_Punto,Error_Recepcion,Recepcion_Facil,Recepcion_Vendida,Recepcion_Negativa,Recepcion_Positiva,Recepcion_Perfecta,Eficacia_Recepcion_porcentaje,Recepciones_Perfectas_porcentaje,Error_Ataque,Ataque_Facil,Ataque_Bloqueado,Ataque_Negativo,Ataque_Positivo,Ataque_Punto,Eficacia_Ataques_punto,Error_Bloqueo,Bloqueo_Facil,Contacto_Red,Bloqueo_Negativo,Bloqueo_Positivo,Bloqueo_Punto,Temp,Efectividad_Saque_porcentaje,Efectividad_Bloqueo_porcentaje,Coef_Efec_Puntos,Coef_jugado,Temp_prox,Equipo_prox
Rodriguez Diaz,Leticia,Gran_Canaria,20,75,60,28,37,20,8,11,95,130,17,1,0,0,0,0,0,0.0,0.0,2,0,0,28,13,34,0.44,17,1,0,3,5,9,15/16,0.060498220640569395,0.2571428571428571,3.0,0.0,16/17,
Rodríguez Iglesias,Patricia,Alcobendas,22,82,0,0,-19,0,0,0,0,0,0,19,2,21,90,136,188,0.71,0.41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15/16,,0.0,0.0,1.0789473684210527,16/17,Logroño
Rodríguez,Luisa,VP_Madrid,19,60,43,15,-5,6,7,9,44,50,4,17,4,10,47,36,50,0.52,0.3,11,0,14,41,28,36,0.28,7,0,0,1,3,3,15/16,0.03333333333333333,0.21428571428571427,2.263157894736842,0.8,16/17,VP_Madrid
Rodríguez Martín,Esther,Alcobendas,23,86,331,135,171,35,9,17,101,160,19,7,4,22,116,169,192,0.71,0.38,70,1,48,279,109,289,0.36,28,1,1,3,4,23,15/16,0.05571847507331378,0.3898305084745763,14.391304347826088,1.131578947368421,16/17,Alcobendas
Rodríguez Parrón,Yohana,Extremadura_Arroyo,17,66,196,83,47,18,3,17,98,113,24,24,2,19,53,62,96,0.62,0.38,58,0,49,181,86,161,0.3,21,0,0,4,4,11,15/16,0.08791208791208792,0.275,11.529411764705882,0.8571428571428571,16/17,Extremadura_Arroyo
Rodríguez Reyes,Nerea,Gran_Canaria,8,10,3,1,0,2,0,0,6,2,0,0,0,0,1,1,0,0.5,0.0,1,0,0,2,0,2,0.4,0,0,0,0,0,1,15/16,0.0,1.0,0.375,0.0,16/17,
Rodríguez Vázquez,Alicia,Logroño,19,38,12,9,4,4,0,3,29,31,2,0,0,0,0,0,0,0.0,0.0,3,0,1,9,4,7,0.29,8,0,0,0,1,3,15/16,0.028985507246376812,0.25,0.631578947368421,0.5671641791044776,16/17,
Rozier,Kimika,Gran_Canaria,18,64,146,61,71,34,5,6,60,66,14,0,0,0,1,4,1,0.83,0.17,20,2,21,56,31,101,0.44,27,0,0,7,6,31,15/16,0.07567567567567568,0.43661971830985913,8.11111111111111,0.0,16/17,
Salomaki,Elina,Aguere,5,19,39,25,5,6,0,6,38,23,6,9,0,6,13,9,13,0.44,0.26,8,0,11,36,23,29,0.27,1,0,0,0,0,4,15/16,0.0759493670886076,0.8,7.8,0.24358974358974358,16/17,
Sánchez,Diana,Leadernet,20,78,255,101,127,18,6,14,91,143,21,14,2,12,64,106,152,0.74,0.43,53,1,43,249,106,217,0.32,25,0,0,4,2,17,15/16,0.07167235494880546,0.3541666666666667,12.75,1.0,16/17,Aguere
Sanchez Iglesias,Noelia,Haris,28,110,308,141,140,21,14,22,148,176,18,36,3,36,125,202,172,0.65,0.3,47,3,64,176,280,258,0.31,26,0,0,3,4,32,15/16,0.045112781954887216,0.49230769230769234,11.0,1.4473684210526316,16/17,Avarca_de_Menorca
Sánchez Rodríguez,Nerea,Barça,20,78,315,138,113,20,10,23,129,66,20,25,18,31,117,118,208,0.63,0.4,99,33,58,355,138,269,0.28,23,8,0,7,24,26,15/16,0.07462686567164178,0.29545454545454547,15.75,1.0,16/17,
Sandell,Janine,Haris,28,110,387,171,107,71,17,10,138,160,31,54,0,43,211,252,261,0.62,0.32,89,1,66,158,269,331,0.36,14,0,0,3,3,25,15/16,0.07259953161592506,0.5555555555555556,13.821428571428571,1.4473684210526316,16/17,Haris
Sarró Durán,Rosa,Extremadura_Arroyo,4,6,4,1,-1,1,0,0,3,5,1,2,0,1,0,3,0,0.5,0.0,1,0,1,10,3,3,0.17,1,0,0,0,0,0,15/16,0.1,0.0,1.0,0.07792207792207792,16/17,
Saucedo,Marina,VP_Madrid,20,75,49,30,31,12,14,19,103,157,14,1,0,0,1,0,0,0.0,0.0,2,1,3,22,21,31,0.39,19,1,0,5,19,4,15/16,0.0438871473354232,0.08333333333333333,2.45,1.0,16/17,VP_Madrid
Schlegel,María,Haro_Rioja,25,92,279,131,134,33,32,14,88,93,9,15,0,13,56,43,50,0.53,0.28,56,0,41,129,163,213,0.35,31,2,0,10,25,57,15/16,0.03345724907063197,0.456,11.16,1.2105263157894737,16/17,Haro_Rioja
Soares,Jessica,Extremadura_Arroyo,20,77,284,111,136,39,3,10,62,103,12,20,4,35,59,76,113,0.62,0.37,39,4,50,164,112,214,0.37,76,4,0,36,28,58,15/16,0.05240174672489083,0.2871287128712871,14.2,1.0,16/17,
Stenta,Valentina,Avarca_de_Menorca,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15/16,,0.0,0.0,0.013157894736842105,16/17,
Suarez Bravo,Patricia,Haris,28,108,334,136,157,23,10,22,118,156,22,2,0,0,0,5,1,0.75,0.13,90,0,62,99,231,273,0.36,22,2,0,4,6,39,15/16,0.06267806267806268,0.5342465753424658,11.928571428571429,1.4210526315789473,16/17,Haris
Ubben,Macy,Gran_Canaria,20,75,265,93,96,33,7,14,113,119,13,41,2,35,132,128,198,0.61,0.37,66,4,29,235,99,225,0.34,13,1,0,3,7,27,15/16,0.043478260869565216,0.5294117647058824,13.25,0.0,16/17,
Ululau Lea´ea,Tessa,Alcobendas,6,22,79,33,68,2,0,1,35,37,4,2,0,0,0,0,0,0.0,0.0,4,0,3,42,14,46,0.42,21,0,0,0,0,29,15/16,0.05063291139240506,0.58,13.166666666666666,0.2894736842105263,16/17,
Van Hulst,Elsa,Alcobendas,4,10,7,3,-1,1,0,0,14,11,1,0,0,0,0,0,0,0.0,0.0,3,0,4,14,4,6,0.19,1,0,0,0,2,0,15/16,0.037037037037037035,0.0,1.75,0.13157894736842105,16/17,
Vázquez,Beatriz,Avarca_de_Menorca,20,76,212,84,56,22,3,20,97,113,12,11,0,16,30,18,25,0.43,0.25,55,4,68,225,75,187,0.3,19,2,0,8,2,13,15/16,0.0449438202247191,0.29545454545454547,10.6,1.0,16/17,Avarca_de_Menorca
Vázquez,Mayra,Barça,4,7,0,0,-2,2,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15/16,0.0,0.0,0.0,0.08974358974358974,16/17,
Vela Selma,Berta,Gran_Canaria,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,15/16,,0.0,1.0,0.0,16/17,
Wagner,Jessica,Alcobendas,12,44,145,53,101,13,8,4,44,51,6,0,0,0,3,2,1,0.5,0.17,20,0,11,51,26,104,0.49,35,5,0,9,13,35,15/16,0.047619047619047616,0.36082474226804123,12.083333333333334,0.5789473684210527,16/17,Haris
Westergaard,Maira,Haro_Rioja,25,97,375,172,169,54,26,30,138,117,52,20,1,10,73,75,72,0.59,0.29,81,0,51,182,245,296,0.35,37,1,1,10,13,27,15/16,0.12470023980815348,0.3068181818181818,15.0,1.2763157894736843,16/17,
Albesa Orpinell,Anna,Vall_Hebron,22,85,277,119,119,15,4,21,80,114,13,2,0,0,1,2,1,0.5,0.17,70,1,71,199,162,220,0.3,18,0,3,11,17,44,14/15,0.05263157894736842,0.4888888888888889,12.590909090909092,0.0,15/16,
Aldea Carreras,Laura,Vall_Hebron,22,83,44,26,-4,30,10,30,89,139,17,0,0,0,3,1,0,0.25,0.0,14,1,4,15,24,20,0.26,7,1,1,4,10,7,14/15,0.05396825396825397,0.2413793103448276,2.0,0.0,15/16,
Alonso-Mañero Perez,Rosalia,Haro_Rioja,22,81,157,80,70,55,31,16,146,67,27,1,0,1,0,3,3,0.75,0.38,23,1,8,46,44,88,0.42,46,2,0,6,45,42,14/15,0.07894736842105263,0.2978723404255319,7.136363636363637,0.0,15/16,Avarca_de_Menorca
Alvarez del Burgo,María Alejandra,Alcobendas,21,66,41,26,0,23,22,10,72,73,13,0,0,0,0,0,0,0.0,0.0,14,0,4,11,8,23,0.38,30,1,1,7,23,5,14/15,0.06103286384976526,0.07575757575757576,1.9523809523809523,0.0,15/16,Alcobendas
Araco Serrano,Silvia,Haro_Rioja,21,72,66,49,18,38,31,10,87,38,13,0,0,0,2,2,0,0.5,0.0,7,1,3,12,14,17,0.31,41,1,2,9,21,36,14/15,0.059907834101382486,0.3333333333333333,3.142857142857143,0.0,15/16,Leadernet
Aran Clavería,Elena,Vall_Hebron,16,53,93,40,12,6,0,5,41,67,5,14,0,14,50,68,64,0.63,0.3,24,0,37,104,63,78,0.25,12,1,6,10,13,10,14/15,0.04032258064516129,0.21739130434782608,5.8125,0.0,15/16,
Arranz,Paula,Vall_Hebron,2,4,0,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0.5,0.25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,
Arranz,Mar,Vall_Hebron,19,74,382,140,142,29,9,11,82,87,18,28,0,25,90,87,114,0.58,0.33,90,2,93,207,161,340,0.38,22,3,0,6,10,24,14/15,0.07627118644067797,0.36923076923076925,20.105263157894736,0.0,15/16,
Asensio Jiménez,María,UCAM_Murcia,12,31,22,13,1,15,0,1,40,10,6,1,0,1,1,1,2,0.5,0.33,2,0,3,12,9,8,0.24,9,0,0,0,2,8,14/15,0.08333333333333333,0.42105263157894735,1.8333333333333333,0.0,15/16,
Bada Manidang,Sandrine Ebene,Vall_Hebron,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,
Ballingha,Aitana,Haro_Rioja,22,80,300,107,123,31,39,12,150,66,9,15,0,14,38,51,42,0.58,0.26,79,6,52,177,166,254,0.35,22,1,0,11,29,37,14/15,0.029315960912052116,0.37,13.636363636363637,0.0,15/16,
Barón Barcelo,María Carmen,UCAM_Murcia,21,69,0,0,-39,0,0,0,0,0,0,39,16,42,121,121,148,0.55,0.3,0,0,0,0,1,0,0.0,1,0,21,3,7,0,14/15,,0.0,0.0,0.0,15/16,
Barrasa García,María,Haro_Rioja,18,35,15,9,3,10,7,4,29,10,3,0,0,0,0,0,0,0.0,0.0,1,0,1,2,4,7,0.47,7,0,0,3,4,5,14/15,0.047619047619047616,0.2631578947368421,0.8333333333333334,0.0,15/16,Leadernet
Barrio Martín,Patricia,Murillo,26,86,260,114,156,18,3,10,103,148,25,27,2,8,99,85,125,0.61,0.36,27,0,32,138,177,227,0.38,6,0,0,2,2,8,14/15,0.08143322475570032,0.4444444444444444,10.0,0.0,15/16,
Becares de Purgly,Tatiana,Gran_Canaria,25,93,191,96,103,40,2,11,100,72,17,4,0,3,3,7,7,0.58,0.29,23,0,21,17,88,108,0.42,33,1,3,12,12,66,14/15,0.07024793388429752,0.532258064516129,7.64,0.0,15/16,Gran_Canaria
Bedmar Vargas,Silvia,Leadernet,27,96,385,180,156,67,5,6,127,119,22,24,1,14,63,129,162,0.74,0.41,83,8,55,209,145,326,0.39,28,3,0,3,6,37,14/15,0.06358381502890173,0.4805194805194805,14.25925925925926,0.0,15/16,Leadernet
Blázquez,Esther,Murillo,25,69,76,43,12,14,6,3,53,59,12,6,4,11,31,20,31,0.5,0.3,32,0,12,57,30,58,0.31,5,0,0,1,2,6,14/15,0.08163265306122448,0.42857142857142855,3.04,0.0,15/16,
Bonet Carreras,Julia,Sant_Cugat,20,57,100,43,15,14,4,14,50,42,9,31,1,15,75,54,88,0.54,0.33,19,2,21,111,64,84,0.28,2,1,1,1,3,7,14/15,0.06766917293233082,0.5,5.0,0.0,15/16,
Bouza Ferreiro,Nuria,UCAM_Murcia,21,65,117,47,-19,14,6,15,101,53,5,31,6,31,91,114,89,0.56,0.25,47,3,44,157,85,102,0.23,18,0,2,5,9,10,14/15,0.02577319587628866,0.23809523809523808,5.571428571428571,0.0,15/16,
Bovio Del Pup,Lúa,Alcobendas,20,50,24,14,8,11,16,6,50,38,9,0,0,0,2,0,0,0.0,0.0,2,0,3,13,6,12,0.33,7,0,0,9,12,3,14/15,0.06923076923076923,0.0967741935483871,1.2,0.0,15/16,Alcobendas
Bregar,Lucia,Vall_Hebron,14,53,51,26,-17,10,7,12,51,62,5,16,0,16,57,58,88,0.62,0.37,10,0,32,64,35,42,0.23,8,0,10,3,8,4,14/15,0.034013605442176874,0.17391304347826086,3.642857142857143,0.0,15/16,
Broekhuis,Morgan,UCAM_Murcia,8,28,109,36,46,10,8,12,56,19,13,1,0,0,0,0,0,0.0,0.0,25,0,27,122,40,88,0.29,10,0,2,8,9,8,14/15,0.11016949152542373,0.22857142857142856,13.625,0.0,15/16,
Brun Forcadell,Raquel,Menorca,21,83,194,101,67,41,7,29,108,82,24,32,0,32,97,78,153,0.59,0.39,28,1,26,219,89,149,0.29,43,3,0,6,4,21,14/15,0.08247422680412371,0.2727272727272727,9.238095238095237,0.0,15/16,Avarca_de_Menorca
Cabrera,Atani,Aguere,14,49,58,23,27,10,2,9,53,40,6,1,0,2,1,1,1,0.33,0.17,6,0,14,36,22,41,0.34,16,0,1,4,13,11,14/15,0.05,0.25,4.142857142857143,0.0,15/16,
Cabrera Lorenzo,Irene,Vall_Hebron,9,26,10,5,7,2,1,4,23,24,4,0,0,0,0,0,0,0.0,0.0,1,0,0,0,4,5,0.5,0,0,0,2,2,1,14/15,0.06896551724137931,0.2,1.1111111111111112,0.0,15/16,
Camisón Sánchez,Maria Dolores,Extremadura_Arroyo,18,59,40,19,-1,21,4,5,56,43,8,0,0,0,4,3,1,0.5,0.13,12,0,8,53,21,29,0.24,12,0,0,4,4,3,14/15,0.058394160583941604,0.13043478260869565,2.2222222222222223,0.0,15/16,
Cano Bustamante,Irene,Menorca,21,81,186,90,118,27,6,21,107,83,16,2,0,1,7,4,3,0.41,0.18,30,1,9,110,40,101,0.35,46,7,0,10,17,69,14/15,0.06153846153846154,0.46308724832214765,8.857142857142858,0.0,15/16,Avarca_de_Menorca
Cano Guillén,Erika,UCAM_Murcia,12,24,21,9,-4,2,1,3,20,6,0,6,8,8,20,19,16,0.45,0.21,9,0,8,37,7,20,0.25,3,0,7,1,7,1,14/15,0.0,0.08333333333333333,1.75,0.0,15/16,
Cardona,Alba,Sant_Cugat,19,57,143,60,35,22,1,15,50,65,17,16,0,19,26,35,46,0.57,0.32,35,2,35,166,68,122,0.29,5,1,0,2,7,4,14/15,0.1,0.21052631578947367,7.526315789473684,0.0,15/16,
Carmona Tomas,Laura,Barça,25,99,2,0,-29,0,0,0,0,0,0,30,0,33,100,150,244,0.71,0.44,1,0,0,0,0,1,0.5,0,0,1,1,0,1,14/15,,0.5,0.08,0.0,15/16,Barça
Carmona Tomas,Mireia,Barça,25,93,54,40,17,22,7,21,202,100,26,2,0,1,0,0,1,0.25,0.25,12,2,1,24,14,13,0.2,47,20,3,2,31,15,14/15,0.06878306878306878,0.13043478260869565,2.16,0.0,15/16,Barça
Caro García,Mabel,Vall_Hebron,22,85,204,100,109,27,4,12,94,114,19,3,0,1,4,2,2,0.33,0.17,34,1,31,71,77,123,0.36,27,2,4,10,26,62,14/15,0.07037037037037037,0.4881889763779528,9.272727272727273,0.0,15/16,
Carvajal,Magaly,Gran_Canaria,25,94,425,171,281,38,6,17,130,131,19,7,3,6,26,15,46,0.59,0.45,59,4,40,107,204,334,0.45,60,0,0,6,24,72,14/15,0.05571847507331378,0.4444444444444444,17.0,0.0,15/16,
Cegarra Morales,Sandra,Leadernet,22,42,40,26,6,13,0,0,25,33,7,6,0,2,16,24,19,0.64,0.28,9,0,6,41,11,31,0.32,2,0,0,0,0,2,14/15,0.08974358974358974,0.5,1.8181818181818181,0.0,15/16,
Cengotitabengoa,Ane,Haro_Rioja,6,8,1,1,-1,2,2,0,3,4,1,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0.0,1,0,0,0,0,0,14/15,0.08333333333333333,0.0,0.16666666666666666,0.0,15/16,
Chavdarova Chaneva,Mihaela,Aguere,18,63,108,35,25,21,4,10,73,58,9,1,0,0,1,1,2,0.6,0.4,29,0,32,109,50,93,0.3,9,1,0,0,2,6,14/15,0.05142857142857143,0.3333333333333333,6.0,0.0,15/16,
Clemente Nacarino,Gala,Extremadura_Arroyo,21,68,75,35,12,14,5,10,75,70,12,17,0,12,47,41,39,0.51,0.25,20,2,12,74,42,60,0.29,13,0,0,6,10,3,14/15,0.06451612903225806,0.09375,3.5714285714285716,0.0,15/16,
Costa Aragón,Danira,Menorca,22,87,89,53,13,52,3,18,101,96,23,2,0,0,2,0,1,0.2,0.2,16,0,6,35,14,26,0.27,26,0,0,2,7,40,14/15,0.07849829351535836,0.5333333333333333,4.045454545454546,0.0,15/16,Haro_Rioja
Cristina Da Silva,Helen,Extremadura_Arroyo,22,80,287,106,145,49,3,20,117,87,16,5,0,1,4,4,13,0.63,0.48,47,3,41,140,81,222,0.42,46,4,0,17,30,49,14/15,0.0547945205479452,0.3356164383561644,13.045454545454545,0.0,15/16,
D´Amaro de Oliveira,Sheila,Menorca,21,67,120,58,71,21,4,14,72,81,14,4,0,1,6,2,13,0.58,0.5,14,1,10,83,35,82,0.36,26,2,0,7,8,24,14/15,0.06796116504854369,0.3582089552238806,5.714285714285714,0.0,15/16,Logroño
Da Silva,Daniella,Murillo,27,87,406,219,243,45,9,17,101,137,50,6,1,2,13,21,34,0.71,0.44,58,0,54,150,178,327,0.43,14,0,0,2,4,29,14/15,0.1392757660167131,0.5918367346938775,15.037037037037036,0.0,15/16,Logroño
de Aranzadi Higueras,Andrea,Alcobendas,2,2,0,0,-1,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,14/15,0.0,0.0,0.0,0.0,15/16,Alcobendas
De Blas Jimeno,Alicia,Alcobendas,21,56,126,58,76,18,19,9,49,57,16,1,0,0,1,1,1,0.5,0.25,12,0,19,42,36,76,0.41,22,1,5,22,27,34,14/15,0.09523809523809523,0.32075471698113206,6.0,0.0,15/16,Alcobendas
Delfines,Luz,Gran_Canaria,11,46,182,54,102,19,0,12,87,63,12,2,0,1,2,4,2,0.55,0.18,45,4,14,93,96,159,0.39,17,2,0,1,4,11,14/15,0.06217616580310881,0.3142857142857143,16.545454545454547,0.0,15/16,
Delgado Garcia,Mireya,Alcobendas,22,81,247,112,89,29,36,21,85,100,31,20,0,27,76,111,178,0.7,0.43,54,6,55,186,115,194,0.32,25,0,1,14,20,22,14/15,0.10264900662251655,0.2716049382716049,11.227272727272727,0.0,15/16,
Delgado Van Dongen,Daysa,Murillo,4,7,5,3,1,2,0,1,2,3,0,0,0,0,0,0,0,0.0,0.0,1,0,1,4,0,3,0.33,1,0,0,0,3,2,14/15,0.0,0.3333333333333333,1.25,0.0,15/16,Haris
Delgado Van Dongen,Daysa,Sant_Cugat,12,44,137,48,90,12,2,4,47,43,6,2,0,0,4,4,2,0.5,0.17,23,0,10,53,48,110,0.45,27,0,0,3,7,21,14/15,0.05263157894736842,0.3620689655172414,11.416666666666666,0.0,15/16,Haris
Dias de Lima,Flavia,Extremadura_Arroyo,22,80,266,103,148,31,7,19,116,131,12,22,0,22,78,98,89,0.61,0.29,33,1,32,124,74,211,0.44,43,1,1,21,22,43,14/15,0.0379746835443038,0.33076923076923076,12.090909090909092,0.0,15/16,Haris
Do Monte,Gracieli,Menorca,22,86,233,119,65,64,5,21,109,82,35,18,0,14,96,52,57,0.46,0.24,44,4,42,211,115,168,0.29,19,2,0,4,6,30,14/15,0.11075949367088607,0.4918032786885246,10.590909090909092,0.0,15/16,Extremadura_Arroyo
Dubinina,Marina,Aguere,21,77,266,91,186,23,6,21,104,70,14,1,0,2,2,8,10,0.78,0.43,25,1,31,153,74,218,0.43,28,1,0,4,24,34,14/15,0.058823529411764705,0.37362637362637363,12.666666666666666,0.0,15/16,
El-Ammari,Arkia,Aguere,22,80,232,72,89,13,5,17,138,118,9,19,3,27,66,99,226,0.74,0.51,42,2,69,286,145,211,0.28,14,0,0,5,3,12,14/15,0.03,0.35294117647058826,10.545454545454545,0.0,15/16,Aguere
Elizaga,Sofía,Alcobendas,19,64,154,76,42,29,17,6,63,57,12,23,0,26,76,79,157,0.65,0.43,43,3,17,107,60,125,0.35,17,0,1,6,6,17,14/15,0.06521739130434782,0.3695652173913043,8.105263157894736,0.0,15/16,Alcobendas
Esain Eugui,Jaione,Leadernet,14,19,3,3,-2,4,0,0,8,7,3,1,1,1,1,4,4,0.67,0.33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.13636363636363635,0.0,0.21428571428571427,0.0,15/16,
Espadalé Gelis,Anna,Barça,25,95,225,78,153,23,4,10,178,53,6,1,0,1,5,3,4,0.5,0.29,34,13,14,79,52,169,0.47,49,26,0,9,70,50,14/15,0.021897810218978103,0.24509803921568626,9.0,0.0,15/16,Leadernet
Esteban Calvo,Sara,Barça,17,37,57,33,28,4,2,6,52,18,6,11,0,11,17,15,20,0.47,0.27,10,3,4,47,11,42,0.36,9,6,1,2,8,9,14/15,0.06818181818181818,0.2647058823529412,3.3529411764705883,0.0,15/16,Avarca_de_Menorca
Etxebarria,Aida,Haro_Rioja,15,33,31,14,0,9,3,6,27,7,4,12,0,5,19,21,40,0.63,0.41,8,0,2,39,15,25,0.28,5,0,0,1,3,2,14/15,0.07142857142857142,0.18181818181818182,2.066666666666667,0.0,15/16,
Fagundo,Beatriz,Aguere,22,73,3,2,-17,3,2,4,38,23,2,16,2,15,36,30,59,0.56,0.37,1,0,0,0,0,0,0.0,0,0,0,0,0,1,14/15,0.027777777777777776,1.0,0.13636363636363635,0.0,15/16,Aguere
Fandos Fulquet,Sonia,Vall_Hebron,4,9,2,2,2,0,0,0,3,10,2,0,0,0,0,3,0,1.0,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,14/15,0.13333333333333333,0.0,0.5,0.0,15/16,
Fernández Cuesta Peñafiel,Blanca,Alcobendas,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0.5,0,0,0,1,0,0,14/15,,0.0,0.5,0.0,15/16,Alcobendas
Fernández Lezaun,Elena,Leadernet,5,7,2,2,1,0,0,0,2,7,2,1,0,0,0,1,0,0.5,0.0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,14/15,0.18181818181818182,0.0,0.4,0.0,15/16,
Fernández Morales,Alicia,Aguere,20,70,50,33,14,30,7,11,78,64,15,1,0,0,2,0,0,0.0,0.0,4,0,1,27,10,23,0.35,6,0,0,7,2,12,14/15,0.07317073170731707,0.4444444444444444,2.5,0.0,15/16,
Fraga Dos Santos,Soraya,Leadernet,20,67,266,101,166,36,4,11,93,87,26,0,0,0,2,1,1,0.5,0.25,32,4,32,166,94,210,0.39,23,7,0,4,6,30,14/15,0.10116731517509728,0.42857142857142855,13.3,0.0,15/16,
Fraile,Marta,Leadernet,27,61,29,22,-6,20,2,6,40,62,13,0,0,0,1,0,0,0.0,0.0,14,0,1,3,1,10,0.34,4,0,0,3,5,6,14/15,0.09090909090909091,0.3333333333333333,1.0740740740740742,0.0,15/16,Haris
Francesco Menchado,Genesis,Gran_Canaria,11,46,30,13,10,15,2,6,78,60,5,0,0,0,0,0,0,0.0,0.0,4,1,1,8,6,20,0.5,11,1,0,6,5,5,14/15,0.030120481927710843,0.17857142857142858,2.727272727272727,0.0,15/16,
Frankova,Martina,Leadernet,25,88,305,122,149,33,8,17,132,128,22,28,3,10,108,176,176,0.7,0.35,55,10,40,194,131,263,0.38,16,5,1,3,4,20,14/15,0.06470588235294118,0.4166666666666667,12.2,0.0,15/16,
Galcerán Pérez,Marta,Sant_Cugat,22,67,172,65,96,19,2,10,78,55,5,2,0,2,1,8,3,0.69,0.19,25,2,30,75,46,122,0.41,16,1,0,4,9,45,14/15,0.029585798816568046,0.6,7.818181818181818,0.0,15/16,
García Conrado,Carlota,Leadernet,25,67,113,45,86,14,12,7,88,72,8,1,0,0,3,1,4,0.56,0.44,8,3,4,48,32,79,0.45,18,2,0,3,7,26,14/15,0.03980099502487562,0.4642857142857143,4.52,0.0,15/16,Haro_Rioja
García,Encarnación,UCAM_Murcia,2,6,11,4,1,1,0,1,6,5,0,0,0,0,0,0,2,1.0,1.0,4,0,5,2,5,8,0.33,2,0,1,1,1,3,14/15,0.0,0.42857142857142855,5.5,0.0,15/16,
García Pérez,Marta,Vall_Hebron,2,2,0,0,-1,0,0,0,0,0,0,1,0,1,2,3,4,0.64,0.36,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,
García-Calvo Licor,Daymaris,UCAM_Murcia,18,51,90,33,-12,16,8,12,49,21,12,25,27,36,41,65,54,0.48,0.22,30,1,31,96,53,69,0.25,19,0,6,10,10,9,14/15,0.1016949152542373,0.1875,5.0,0.0,15/16,
Gener,Elisa,Menorca,21,85,0,0,-39,0,0,0,0,0,0,38,0,32,163,116,250,0.61,0.42,1,0,0,0,0,0,0.0,1,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,Avarca_de_Menorca
Gestoso,Dulce,Aguere,10,19,1,1,-5,6,0,3,7,6,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,0.043478260869565216,0.0,0.1,0.0,15/16,
Gómez Preciado,Beatriz María,Extremadura_Arroyo,20,73,0,0,-24,0,0,0,0,0,0,24,0,23,86,93,116,0.61,0.34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,Extremadura_Arroyo
Gonçalves Corrêa,Marcela,Leadernet,26,81,48,34,14,27,5,11,88,97,22,0,0,0,0,0,0,0.0,0.0,5,0,2,19,10,15,0.29,19,7,0,6,7,11,14/15,0.088,0.22,1.8461538461538463,0.0,15/16,
González,Eliana,Haro_Rioja,22,81,2,2,-67,0,0,0,0,0,0,69,0,33,158,150,233,0.6,0.36,0,0,0,1,0,2,0.67,0,0,0,0,1,0,14/15,,0.0,0.09090909090909091,0.0,15/16,
Gonzalez Fernandez,Helia,Murillo,5,16,40,15,5,11,0,1,16,22,5,5,0,0,8,21,41,0.83,0.55,10,0,9,16,25,32,0.35,4,0,0,0,0,3,14/15,0.09090909090909091,0.42857142857142855,8.0,0.0,15/16,Logroño
González Guerrero,Jessica,Leadernet,27,95,256,113,159,48,11,10,104,112,29,2,0,1,1,7,7,0.78,0.39,32,9,15,103,70,182,0.44,33,9,1,8,16,45,14/15,0.09235668789808917,0.40540540540540543,9.481481481481481,0.0,15/16,
Gritzbach,Fernanda,Murillo,27,90,282,147,216,22,11,9,121,168,19,0,0,0,2,7,6,0.87,0.4,32,0,12,60,49,179,0.54,22,0,1,6,19,84,14/15,0.054285714285714284,0.6412213740458015,10.444444444444445,0.0,15/16,Logroño
Guerra Quesada,Isabel,Gran_Canaria,25,92,0,0,-31,0,0,0,0,0,0,31,2,28,113,157,233,0.69,0.41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,14/15,,0.0,0.0,0.0,15/16,Leadernet
